"Adv Number","Property Address","Assessed Value","Face Amount","Winning Bid","Winning Bidder Name","Winning Premium","Winning Amount Due"
8541,"4704 IVANHOE AVE",75600.00,1795.60,1795.60,City,,
8542,"4705 IVANHOE AVE",59300.00,1734.18,35580.00,462,2372.00,4106.18
8543,"4918 IVANHOE AVE",66967.00,1940.52,40180.20,240,2678.00,4618.52
8544,"4922 IVANHOE AVE",74700.00,2049.86,2049.86,City,,
8545,"5004 IVANHOE AVE",94333.00,2080.04,59499.00,236,4353.00,6433.04
8546,"5106 IVANHOE AVE",30667.00,818.52,818.52,City,,
8547,"5107 IVANHOE AVE",103733.00,2651.80,69501.00,236,5601.00,8252.80
8549,"5209 IVANHOE AVE",18400.00,890.25,890.25,City,,
8550,"2313 IVY AVE",131533.00,3077.52,3077.52,City,,
8552,"0308 JACK ST",140700.00,3915.58,3915.58,City,,
8553,"0800 JACK ST",56400.00,1496.98,1496.98,City,,
8554,"0816 JACK ST",18800.00,50744.34,50744.34,City,,
8555,"0820 JACK ST",56400.00,111440.09,111440.09,City,,
8556,"0826 JACK ST",58800.00,1643.08,1643.08,City,,
8557,"0834 JACK ST",17600.00,29526.71,29526.71,City,,
8558,"0906 JACK ST",18800.00,763.12,763.12,City,,
8559,"0912 JACK ST",61700.00,8240.31,8240.31,City,,
8560,"1611 JACKSON ST",269300.00,6353.40,205000.00,72,19456.00,25809.40
8561,"1703 JACKSON ST",193067.00,2059.15,2059.15,City,,
8562,"1203 JAMES ST",43800.00,10262.14,10262.14,City,,
8563,"1212 JAMES ST",46660.00,316.80,316.80,City,,
8564,"1247 JAMES ST",84900.00,11598.08,11598.08,City,,
8565,"1303 JAMES ST",36200.00,1016.03,1016.03,City,,
8566,"1309 JAMES ST",53333.00,1555.96,32415.77,300,2216.00,3771.96
8567,"1319 JAMES ST",83500.00,2177.67,38500.00,25,1020.00,3197.67
8569,"1350 JAMES ST",95400.00,2529.54,58316.00,67,4031.00,6560.54
8570,"3010 JANICE AVE",45800.00,1137.20,1137.20,City,,
8571,"3020 JANICE AVE",46900.00,1246.56,1246.56,City,,
8572,"3032 JANICE AVE",55200.00,21268.31,21268.31,City,,
8573,"3045 JANICE AVE",49800.00,1322.98,1322.98,City,,
8574,"0043 N JANNEY ST",18700.00,58521.70,58521.70,City,,
8575,"0045 N JANNEY ST",84100.00,1958.37,1958.37,City,,
8576,"0105 N JANNEY ST",57700.00,1531.26,1531.26,City,,
8577,"0109 N JANNEY ST",57700.00,1531.26,1531.26,City,,
8578,"0017 S JANNEY ST",53200.00,1552.22,21888.00,404,121.00,1673.22
8579,"0120 S JANNEY ST",365300.00,4696.41,4696.41,City,,
8582,"2027 JEFFERSON ST",69400.00,1839.72,1839.72,City,,
8583,"2039 JEFFERSON ST",84400.00,2235.24,2235.24,City,,
8584,"2117-2119 JEFFERSON ST",30000.00,36850.24,36850.24,City,,
8585,"2209 JEFFERSON ST",129000.00,11627.50,11627.50,City,,
8586,"2212 JEFFERSON ST",125000.00,1097.87,1097.87,City,,
8587,"2216 JEFFERSON ST",125000.00,3577.50,78507.00,67,5701.00,9278.50
8588,"2235 JEFFERSON ST",73900.00,2062.08,2062.08,City,,
8589,"2311 JEFFERSON ST",108100.00,2961.14,2961.14,City,,
8590,"2317 JEFFERSON ST",84100.00,2227.26,2227.26,City,,
8591,"2404 JEFFERSON ST",10200.00,8851.96,8851.96,City,,
8592,"2414 JEFFERSON ST",10200.00,278.92,278.92,City,,
8593,"2428 JEFFERSON ST",10200.00,294.52,294.52,City,,
8594,"2504 JEFFERSON ST",7000.00,96815.52,96815.52,City,,
8595,"2506 JEFFERSON ST",7000.00,13725.54,13725.54,City,,
8596,"2508 JEFFERSON ST",7000.00,23466.41,23466.41,City,,
8597,"2720 JEFFERSON ST",25000.00,680.64,680.64,City,,
8598,"2724 JEFFERSON ST",25000.00,669.12,669.12,City,,
8599,"2800 JEFFERSON ST",25000.00,587.19,16601.00,53,1320.00,1907.19
8600,"2815 JEFFERSON ST",80400.00,2619.44,48240.00,240,3216.00,5835.44
8601,"0609 E JEFFREY ST",50100.00,1330.90,1330.90,City,,
8602,"0800 E JEFFREY ST",49600.00,1164.98,25888.00,404,1209.00,2373.98
8603,"0804 E JEFFREY ST",59700.00,1583.98,1583.98,City,,
8604,"0816 E JEFFREY ST",59200.00,1570.80,1570.80,City,,
8605,"0839 E JEFFREY ST",50867.00,64031.45,64031.45,City,,
8606,"0006 W JEFFREY ST",50100.00,1330.90,1330.90,City,,
8607,"0009 W JEFFREY ST",50100.00,1182.02,1182.02,City,,
8608,"0923 JOH AVE",53000.00,1407.32,1407.32,City,,
8609,"1321 JOH AVE",423400.00,21746.69,21746.69,City,,
8610,"1400 JOH AVE",206900.00,74018.37,74018.37,City,,
8611,"1420 JOH AVE",857267.00,92687.32,92687.32,City,,
8612,"1205 JOHN ST",308800.00,905.70,905.70,City,,
8613,"1429 JOHN ST",242300.00,479.53,479.53,City,,
8614,"1730 JOHNSON ST",203033.00,4850.39,4850.39,City,,
8615,"5421 JONQUIL AVE",63333.00,1496.56,1496.56,City,,
8616,"5708 JONQUIL AVE",126667.00,3624.54,69237.89,459,3714.00,7338.54
8617,"5722 JONQUIL AVE",131567.00,895.16,895.16,City,,
8618,"5727 JONQUIL AVE",122800.00,3247.62,3247.62,City,,
8620,"5803 JONQUIL AVE",119133.00,3036.78,73862.46,240,5241.00,8277.78
8621,"2800 JOPLEA AVE",150000.00,41065.76,41065.76,City,,
8622,"0417 JOPLIN ST",106400.00,2716.81,69728.00,236,5433.00,8149.81
8623,"0422 JOPLIN ST",89500.00,941.64,941.64,City,,
8624,"0423 JOPLIN ST",87400.00,2314.32,2314.32,City,,
8625,"1608 JOPLIN ST",96200.00,1666.95,1666.95,City,,
8626,"1613 JOPLIN ST",69000.00,1829.14,1829.14,City,,
8627,"1618 JOPLIN ST",72400.00,1705.98,36888.00,404,1585.00,3290.98
8628,"1628 JOPLIN ST",68900.00,1622.99,35888.00,404,1665.00,3287.99
8629,"1704 JOPLIN ST",389300.00,10396.64,10396.64,City,,
8631,"3431 JUNEWAY",38167.00,3801.50,3801.50,City,,
8633,"3513 JUNEWAY",101300.00,2609.69,66617.00,236,5219.00,7828.69
8634,"3553 JUNEWAY",100700.00,2979.32,2979.32,City,,
8635,"0418 KANE ST",99600.00,1754.02,1754.02,City,,
8637,"4112 KATHLAND AVE",163800.00,2827.22,2827.22,City,,
8638,"4114 KATHLAND AVE",140000.00,1721.78,74200.00,236,3640.00,5361.78
8639,"4116 KATHLAND AVE",136900.00,3345.99,88220.00,236,6692.00,10037.99
8640,"4307 KATHLAND AVE",136200.00,1670.34,1670.34,City,,
8641,"4314 KATHLAND AVE",156600.00,4468.86,116443.36,462,10760.00,15228.86
8642,"4415 KATHLAND AVE",168000.00,4790.40,115345.00,102,9629.00,14419.40
8643,"4411 KAVON AVE",34400.00,1021.94,20588.00,404,1365.00,2386.94
8644,"4414 KAVON AVE",101600.00,2386.34,2386.34,City,,
8645,"4421 KAVON AVE",86000.00,1591.99,1591.99,City,,
8646,"4613 KAVON AVE",24400.00,15138.76,15138.76,City,,
8647,"5665 KAVON AVE",106300.00,1229.98,1229.98,City,,
8648,"5904 KAVON AVE",137567.00,3828.60,3828.60,City,,
8650,"2414 KEN OAK ROAD",295267.00,3768.91,3768.91,City,,
8651,"2416 KEN OAK ROAD",302933.00,3498.10,3498.10,City,,
8652,"1304 KENHILL AVE",77800.00,1933.56,1933.56,City,,
8653,"1311 KENHILL AVE",78900.00,2032.62,40288.00,404,1745.00,3777.62
8654,"1312 KENHILL AVE",78800.00,2030.20,40288.00,404,1753.00,3783.20
8655,"1323 KENHILL AVE",80500.00,2245.11,2245.11,City,,
8656,"1403 KENHILL AVE",77900.00,378.84,40288.00,404,1825.00,2203.84
8657,"1411 KENHILL AVE",77500.00,1055.34,1055.34,City,,
8658,"1504 KENHILL AVE",75800.00,983.49,52763.00,320,4488.00,5471.49
8660,"5313 KENILWORTH AVE",121867.00,982.96,982.96,City,,
8661,"1906 KENNEDY AVE",12000.00,14028.10,14028.10,City,,
8662,"1911 KENNEDY AVE",1000.00,140713.10,140713.10,City,,
8663,"1912 KENNEDY AVE",1000.00,28717.33,28717.33,City,,
8664,"1922 KENNEDY AVE",1000.00,84398.68,84398.68,City,,
8665,"2000 KENNEDY AVE",12000.00,13683.47,13683.47,City,,
8666,"2006 KENNEDY AVE",12000.00,467.84,467.84,City,,
8667,"2010 KENNEDY AVE",30000.00,767.27,767.27,City,,
8668,"2020 KENNEDY AVE",12000.00,390.00,9084.18,300,856.00,1246.00
8669,"2021 KENNEDY AVE",30000.00,897.80,5750.00,288,0.00,897.80
8670,"2029 KENNEDY AVE",12000.00,390.00,4100.00,349,0.00,390.00
8671,"2053 KENNEDY AVE",30000.00,830.14,830.14,City,,
8672,"2061 KENNEDY AVE",12000.00,1155.00,5888.00,404,217.00,1372.00
8673,"2644 KENNEDY AVE",17000.00,501.06,501.06,City,,
8674,"2670 KENNEDY AVE",304200.00,7844.61,7844.61,City,,
8675,"2702 KENNEDY AVE",5000.00,3967.99,3967.99,City,,
8676,"2814 KENNEDY AVE",15000.00,427.69,427.69,City,,
8677,"2816 KENNEDY AVE",5000.00,23214.81,23214.81,City,,
8678,"1542 KENNEWICK ROAD",140600.00,1633.04,1633.04,City,,
8679,"5509-5511 KENNISON AVE",454533.00,5334.99,5334.99,City,,
8680,"5515 KENNISON AVE",146467.00,1786.43,96668.00,236,7616.00,9402.43
8681,"5517-5519 KENNISON AVE",454533.00,5463.75,236725.00,102,10982.00,16445.75
8682,"5555 KENNISON AVE",120133.00,1719.33,79288.00,236,6246.00,7965.33
8683,"5559 KENNISON AVE",111300.00,394.42,394.42,City,,
8684,"5587 KENNISON AVE",112800.00,2676.03,2676.03,City,,
8685,"4210 KENSHAW AVE",99700.00,2239.15,2239.15,City,,
8686,"4216 KENSHAW AVE",98900.00,2144.16,61996.00,236,4487.00,6631.16
8687,"4218 KENSHAW AVE",100200.00,2171.10,62798.00,236,4543.00,6714.10
8689,"2216 KENTUCKY AVE",194300.00,2654.05,129299.00,264,10315.00,12969.05
8690,"2231 KENTUCKY AVE",212700.00,2483.45,2483.45,City,,
8691,"2606 KENTUCKY AVE",103700.00,2469.32,2469.32,City,,
8692,"2612 KENTUCKY AVE",111000.00,1829.17,56093.70,240,2338.00,4167.17
8693,"2854 KENTUCKY AVE",74330.00,1969.69,1969.69,City,,
8694,"2866 KENTUCKY AVE",99067.00,1910.34,1910.34,City,,
8695,"2874 KENTUCKY AVE",105267.00,2935.36,2935.36,City,,
8696,"2886 KENTUCKY AVE",97967.00,2815.02,47024.16,240,1567.00,4382.02
8697,"3106 KENTUCKY AVE",67130.00,1874.14,1874.14,City,,
8698,"3200 KENTUCKY AVE",45000.00,255.43,34500.00,240,3300.00,3555.43
8699,"3209 KENTUCKY AVE",77800.00,3536.30,3536.30,City,,
8700,"3217 KENTUCKY AVE",63530.00,3634.58,3634.58,City,,
8701,"3221 KENTUCKY AVE",78700.00,2158.90,2158.90,City,,
8702,"3223 KENTUCKY AVE",78200.00,2030.36,2030.36,City,,
8703,"3234 KENTUCKY AVE",78700.00,1987.70,1987.70,City,,
8704,"3239 KENTUCKY AVE",80600.00,2251.23,2251.23,City,,
8705,"3241 KENTUCKY AVE",80600.00,999.59,999.59,City,,
8707,"0009 N KENWOOD AVE",151000.00,3585.43,3585.43,City,,
8708,"0029 N KENWOOD AVE",162200.00,3839.10,3839.10,City,,
8709,"0145 N KENWOOD AVE",142900.00,3401.95,3401.95,City,,
8710,"0232 N KENWOOD AVE",70000.00,333.54,333.54,City,,
8711,"0414 N KENWOOD AVE",80400.00,1145.34,1145.34,City,,
8712,"0419 N KENWOOD AVE",83100.00,2317.27,2317.27,City,,
8713,"0426 N KENWOOD AVE",80400.00,531.44,45888.00,404,2745.00,3276.44
8714,"0428 N KENWOOD AVE",64800.00,1879.38,27216.00,462,259.00,2138.38
8715,"0508 N KENWOOD AVE",36000.00,12193.42,14500.00,401,20.00,12213.42
8716,"0509 N KENWOOD AVE",25000.00,669.12,669.12,City,,
8717,"0516 N KENWOOD AVE",36000.00,847.12,847.12,City,,
8718,"0528 N KENWOOD AVE",36000.00,1819.49,1819.49,City,,
8719,"0541 N KENWOOD AVE",25000.00,1269.12,1269.12,City,,
8720,"0624 N KENWOOD AVE",25000.00,669.12,669.12,City,,
8721,"0630 N KENWOOD AVE",36000.00,847.12,847.12,City,,
8722,"0645 N KENWOOD AVE",36000.00,1289.57,18059.48,301,731.00,2020.57
8723,"0724 N KENWOOD AVE",25000.00,705.18,705.18,City,,
8724,"0745 N KENWOOD AVE",12000.00,414.38,18325.40,301,2705.00,3119.38
8725,"0804 N KENWOOD AVE",36000.00,851.00,25888.00,404,2297.00,3148.00
8726,"0827 N KENWOOD AVE",36000.00,959.14,959.14,City,,
8727,"0829 N KENWOOD AVE",36000.00,1010.41,1010.41,City,,
8728,"0832 N KENWOOD AVE",36000.00,1013.04,21601.00,54,1440.00,2453.04
8729,"0902 N KENWOOD AVE",12000.00,663.92,663.92,City,,
8730,"1019 N KENWOOD AVE",72500.00,14988.34,14988.34,City,,
8731,"1025 N KENWOOD AVE",72500.00,257.10,257.10,City,,
8732,"1033 N KENWOOD AVE",72500.00,944.38,30388.00,404,277.00,1221.38
8733,"1051 N KENWOOD AVE",24800.00,862.84,862.84,City,,
8734,"1109 N KENWOOD AVE",62400.00,1632.29,25888.00,404,185.00,1817.29
8735,"1110 N KENWOOD AVE",19000.00,1259.74,1259.74,City,,
8736,"1111 N KENWOOD AVE",62400.00,1485.43,1485.43,City,,
8737,"1307 N KENWOOD AVE",74900.00,1768.60,1768.60,City,,
8738,"1311 N KENWOOD AVE",76700.00,2350.42,35888.00,404,1041.00,3391.42
8739,"1312 N KENWOOD AVE",76000.00,993.72,993.72,City,,
8740,"1504 N KENWOOD AVE",50000.00,1454.89,1454.89,City,,
8741,"1508 N KENWOOD AVE",71400.00,1992.64,1992.64,City,,
8742,"1511 N KENWOOD AVE",68100.00,1672.91,1672.91,City,,
8744,"0825 S KENWOOD AVE",272433.00,7736.31,211502.00,77,20505.00,28241.31
8745,"0936 S KENWOOD AVE",153900.00,1197.68,1197.68,City,,
8746,"1008 S KENWOOD AVE",105600.00,2990.26,2990.26,City,,
8747,"1015 S KENWOOD AVE",108700.00,2733.09,2733.09,City,,
8748,"1105 S KENWOOD AVE",319800.00,3657.88,3657.88,City,,
8749,"1122 S KENWOOD AVE",327867.00,3813.84,3813.84,City,,
8750,"3039 KENYON AVE",34300.00,5549.35,5549.35,City,,
8751,"3102 KENYON AVE",76300.00,899.16,899.16,City,,
8752,"3202 KENYON AVE",40000.00,920.23,920.23,City,,
8753,"3203 KENYON AVE",77900.00,6550.75,61255.00,77,6019.00,12569.75
8754,"3211 KENYON AVE",73300.00,49041.98,49041.98,City,,
8755,"3219 KENYON AVE",40000.00,1064.58,1064.58,City,,
8756,"3220 KENYON AVE",75400.00,2178.34,40288.00,404,2025.00,4203.34
8757,"3233 KENYON AVE",75900.00,4514.09,33555.00,77,639.00,5153.09
8758,"3234 KENYON AVE",75400.00,1810.93,1810.93,City,,
8759,"3236 KENYON AVE",76300.00,1831.38,1831.38,City,,
8760,"3239 KENYON AVE",36500.00,972.32,972.32,City,,
8761,"3302 KENYON AVE",81100.00,1940.03,1940.03,City,,
8762,"3310 KENYON AVE",76600.00,2026.00,32888.00,404,449.00,2475.00
8763,"3315 KENYON AVE",82000.00,1180.90,1180.90,City,,
8764,"3346 KENYON AVE",95333.00,2261.60,2261.60,City,,
8765,"3401 KENYON AVE",95167.00,18896.50,23455.00,77,0.00,18896.50
8766,"3404 KENYON AVE",88200.00,2539.42,37502.00,77,444.00,2983.42
8768,"3445 KENYON AVE",80900.00,1935.50,1935.50,City,,
8769,"3513 KENYON AVE",99300.00,2766.82,2766.82,City,,
8770,"3620 KENYON AVE",77267.00,865.35,865.35,City,,
8771,"3633 KENYON AVE",73567.00,2126.69,35100.00,462,1134.00,3260.69
8772,"3634 KENYON AVE",85867.00,1021.26,1021.26,City,,
8773,"3635 KENYON AVE",82200.00,14930.96,29505.00,77,0.00,14930.96
8774,"3684 KENYON AVE",76367.00,2046.54,36888.00,404,1268.00,3314.54
8775,"3905 KENYON AVE",80500.00,1926.43,1926.43,City,,
8776,"3912 KENYON AVE",83800.00,3015.38,42288.00,404,1753.00,4768.38
8777,"3931 KENYON AVE",76833.00,1881.46,26000.00,119,0.00,1881.46
8778,"0313 KERNEWAY",297900.00,7016.38,7016.38,City,,
8779,"4631 KERNWOOD AVE",114567.00,2852.70,2852.70,City,,
8780,"4646 KERNWOOD AVE",127767.00,2830.55,86881.56,240,7154.00,9984.55
8781,"4656 KERNWOOD AVE",144400.00,3466.92,3466.92,City,,
8782,"4658 KERNWOOD AVE",137700.00,4235.72,78489.00,240,4681.00,8916.72
8784,"4704 KERNWOOD AVE",122433.00,3505.11,85703.10,462,7345.00,10850.11
8786,"3232 KESWICK ROAD",157200.00,3315.79,120000.00,72,11424.00,14739.79
8787,"3250 KESWICK ROAD",180300.00,3522.57,3522.57,City,,
8788,"3342 KESWICK ROAD",154400.00,3773.64,120000.00,72,11648.00,15421.64
8789,"3432 KESWICK ROAD",150000.00,3964.72,3964.72,City,,
8790,"3457 KESWICK ROAD",149400.00,2084.63,2084.63,City,,
8791,"3537 KESWICK ROAD",197100.00,5515.58,5515.58,City,,
8792,"3543 KESWICK ROAD",194000.00,2866.40,2866.40,City,,
8793,"3627 KESWICK ROAD",365300.00,8710.43,245000.00,72,19776.00,28486.43
8794,"3629 KESWICK ROAD",299500.00,1927.37,1927.37,City,,
8795,"3632 KESWICK ROAD",174300.00,1335.14,1335.14,City,,
8796,"3643-3647 KESWICK ROAD",101200.00,1229.49,1229.49,City,,
8797,"0708 KEVIN ROAD",98100.00,936.23,936.23,City,,
8798,"0801 KEVIN ROAD",101100.00,3095.95,3095.95,City,,
8799,"0808 KEVIN ROAD",98100.00,1285.13,1285.13,City,,
8800,"0825 KEVIN ROAD",101200.00,5821.38,69986.56,459,5901.00,11722.38
8801,"0901 KEVIN ROAD",106700.00,3061.32,78147.70,459,7093.00,10154.32
8802,"0907 KEVIN ROAD",103700.00,2888.84,2888.84,City,,
8803,"1013 KEVIN ROAD",104500.00,1011.39,1011.39,City,,
8804,"1109 KEVIN ROAD",104800.00,2476.84,2476.84,City,,
8805,"1119 KEVIN ROAD",100800.00,2667.58,2667.58,City,,
8806,"1206 KEVIN ROAD",100000.00,1166.63,1166.63,City,,
8807,"1215 KEVIN ROAD",105400.00,2490.43,2490.43,City,,
8808,"1225 KEVIN ROAD",105600.00,5930.13,65200.00,288,4592.00,10522.13
8809,"1228 KEVIN ROAD",101500.00,2187.86,65200.00,240,4920.00,7107.86
8810,"5702 KEY AVE",201000.00,3162.92,3162.92,City,,
8811,"5908 KEY AVE",214400.00,2161.66,140127.00,236,10873.00,13034.66
8813,"0801 KEY HWY UNIT 151",1234000.00,1640.38,1640.38,City,,
8814,"0801 KEY HWY UNIT 162",540300.00,10474.02,10474.02,City,,
8815,"0801 KEY HWY UNIT 260",1271033.00,17864.19,17864.19,City,,
8816,"0801 KEY HWY UNIT 336",864333.00,2986.04,505000.00,236,31853.00,34839.04
8817,"0801 KEY HWY UNIT 342",733200.00,19434.73,19434.73,City,,
8818,"0801 KEY HWY UNIT 360",1180400.00,6178.54,6178.54,City,,
8819,"0801 KEY HWY UNIT 445",789500.00,22321.70,587505.00,77,54341.00,76662.70
8820,"0801 KEY HWY UNIT 461",1339433.00,2510.34,757449.36,288,44335.00,46845.34
8821,"3608 KEYSTONE AVE",126000.00,3022.19,3022.19,City,,
8822,"3623 KEYSTONE AVE",103800.00,1159.46,1159.46,City,,
8823,"2427 KEYWORTH AVE",30000.00,720.29,20000.00,192,1600.00,2320.29
8824,"2456 KEYWORTH AVE",30000.00,545.98,545.98,City,,
8825,"2458 KEYWORTH AVE",30000.00,545.98,545.98,City,,
8826,"2500 KEYWORTH AVE",30000.00,800.98,800.98,City,,
8827,"2512 KEYWORTH AVE",30000.00,1413.83,1413.83,City,,
8830,"2601 KEYWORTH AVE",15000.00,59397.52,59397.52,City,,
8831,"2913 KEYWORTH AVE",50100.00,26293.29,26293.29,City,,
8832,"2702 KILDAIRE DR",187800.00,1048.34,135000.00,72,11976.00,13024.34
8833,"2906 KILDAIRE DR",121867.00,2976.81,2976.81,City,,
8834,"2910 KILDAIRE DR",134100.00,1636.68,1636.68,City,,
8836,"4731 KIMBERLEIGH ROAD",89100.00,1922.47,1922.47,City,,
8837,"4809 KIMBERLEIGH ROAD",88000.00,896.68,896.68,City,,
8838,"3611 KIMBLE ROAD",127000.00,926.89,926.89,City,,
8839,"3621 KIMBLE ROAD",131100.00,3466.42,3466.42,City,,
8842,"3920 KIMBLE ROAD",126200.00,2992.62,2992.62,City,,
8843,"2910 KINGSLEY ST",54167.00,1579.44,30288.00,404,1724.00,3303.44
8844,"2915 KINGSLEY ST",56233.00,1492.56,1492.56,City,,
8845,"0500 KINGSTON ROAD",154367.00,3901.09,3901.09,City,,
8847,"1420 KINGSWAY ROAD",120200.00,2842.37,2842.37,City,,
8848,"1427 KINGSWAY ROAD",124700.00,1628.79,1628.79,City,,
8849,"1428 KINGSWAY ROAD",130900.00,1550.87,1550.87,City,,
8850,"1514 KINGSWAY ROAD",130000.00,3138.46,3138.46,City,,
8851,"1524 KINGSWAY ROAD",133100.00,1555.51,1555.51,City,,
8852,"1547 KINGSWAY ROAD",124033.00,2885.95,2885.95,City,,
8853,"1606 KINGSWAY ROAD",124300.00,1373.42,1373.42,City,,
8854,"1608 KINGSWAY ROAD",128600.00,3249.64,87186.00,236,7149.00,10398.64
8856,"1644 KINGSWAY ROAD",111400.00,2787.55,2787.55,City,,
8857,"1645 KINGSWAY ROAD",123400.00,1471.44,1471.44,City,,
8858,"1646 KINGSWAY ROAD",119800.00,13309.11,72500.00,541,4916.00,18225.11
8860,"2714 KINSEY AVE",30000.00,897.80,12288.00,404,57.00,954.80
8861,"2724 KINSEY AVE",15800.00,476.96,6600.00,462,56.00,532.96
8863,"2750 KINSEY AVE",15800.00,380.50,380.50,City,,
8864,"2875 KINSEY AVE",7500.00,14438.95,14438.95,City,,
8865,"4125 KINSWAY",111600.00,6395.27,6395.27,City,,
8866,"2206 KIRK AVE",5000.00,90049.17,90049.17,City,,
8867,"2207-2209 KIRK AVE",24800.00,415.45,415.45,City,,
8868,"2213-2215 KIRK AVE",59100.00,1682.63,25088.00,404,289.00,1971.63
8869,"2219 KIRK AVE",12000.00,326.38,326.38,City,,
8870,"2253 KIRK AVE",193500.00,7360.39,7360.39,City,,
8871,"2267 KIRK AVE",172600.00,2397.21,2397.21,City,,
8872,"2400 KIRK AVE",50700.00,1315.77,1315.77,City,,
8873,"2555 KIRK AVE",31000.00,1440.93,1440.93,City,,
8874,"2606 KIRK AVE",31000.00,857.02,857.02,City,,
8875,"2642 KIRK AVE",17000.00,538.83,13228.34,300,1285.00,1823.83
8876,"2646 KIRK AVE",17000.00,852.91,852.91,City,,
8877,"2652 KIRK AVE",17000.00,5506.99,5506.99,City,,
8878,"2807 KIRK AVE",15000.00,976.57,976.57,City,,
8879,"2811 KIRK AVE",15000.00,405.46,405.46,City,,
8880,"2821 KIRK AVE",15000.00,562.28,562.28,City,,
8881,"2905 KIRK AVE",25000.00,693.66,693.66,City,,
8882,"2907 KIRK AVE",25000.00,693.66,693.66,City,,
8883,"2919 KIRK AVE",25000.00,756.70,22888.00,404,2577.00,3333.70
8884,"1304 KITMORE ROAD",115967.00,1345.76,1345.76,City,,
8885,"1310 KITMORE ROAD",112133.00,2659.55,2659.55,City,,
8886,"1316 KITMORE ROAD",115400.00,1471.36,83088.00,236,7385.00,8856.36
8887,"1317 KITMORE ROAD",118800.00,2035.04,81535.69,459,6803.00,8838.04
8888,"1318 KITMORE ROAD",118800.00,3402.58,87912.00,236,8078.00,11480.58
8889,"1322 KITMORE ROAD",113800.00,2465.04,77933.15,459,6482.00,8947.04
8890,"1336 KITMORE ROAD",105233.00,2784.44,2784.44,City,,
8891,"1345 KITMORE ROAD",111500.00,3196.70,82510.00,236,7582.00,10778.70
8892,"1346 KITMORE ROAD",90933.00,2272.62,2272.62,City,,
8893,"5515 KNELL AVE",153633.00,1598.65,1598.65,City,,
8894,"2201 KNIGHT CT",2300.00,385.22,400.00,503,0.00,385.22
8895,"2219 KNIGHT CT",3100.00,320.44,320.44,City,,
8896,"2121 KOKO LANE",36000.00,765.72,21073.07,301,1334.00,2099.72
8897,"2200 KOKO LANE",84200.00,1382.76,1382.76,City,,
8898,"2222 KOKO LANE",98500.00,1489.36,1489.36,City,,
8899,"2301 KOKO LANE",93800.00,978.40,978.40,City,,
8900,"4209 KOLB AVE",154133.00,3383.18,3383.18,City,,
8901,"4218 KOLB AVE",134400.00,3503.10,92294.00,236,7706.00,11209.10
8902,"0025 N KOSSUTH ST",81100.00,2339.16,46389.20,462,2789.00,5128.16
8903,"0027 N KOSSUTH ST",79700.00,16551.36,16551.36,City,,
8905,"0101 N KOSSUTH ST",81000.00,2238.28,2238.28,City,,
8906,"0105 N KOSSUTH ST",80500.00,1333.11,1333.11,City,,
8907,"0126 S KOSSUTH ST",126200.00,3076.82,3076.82,City,,
8908,"0142 S KOSSUTH ST",70200.00,1505.42,1505.42,City,,
8909,"0153 S KOSSUTH ST",2400.00,28196.81,28196.81,City,,
8910,"0156 S KOSSUTH ST",37800.00,442.25,18000.00,119,576.00,1018.25
8911,"0157 S KOSSUTH ST",4700.00,13634.88,13634.88,City,,
8912,"0163 S KOSSUTH ST",27800.00,1334.38,1334.38,City,,
8913,"0029 N KRESSON ST",75200.00,953.52,953.52,City,,
8915,"0900 N KRESSON ST",117467.00,3365.02,21167.00,320,0.00,3365.02
8916,"0923 N KRESSON ST",53400.00,3064.60,20288.00,404,0.00,3064.60
8917,"0929 N KRESSON ST",56767.00,1652.80,25888.00,404,636.00,2288.80
8919,"0022 S KRESSON ST",67100.00,1873.34,1873.34,City,,
8920,"0023 S KRESSON ST",66900.00,1762.73,32048.19,349,1057.00,2819.73
8921,"0053 S KRESSON ST",227900.00,6938.67,126475.65,19,7063.00,14001.67
8922,"1311 KUPER ST",25000.00,17250.93,17250.93,City,,
8923,"1312 KUPER ST",6333.00,6075.73,6075.73,City,,
8924,"3212 LABYRINTH ROAD",363200.00,5939.90,5939.90,City,,
8925,"3800 LABYRINTH ROAD",420500.00,1900.56,1900.56,City,,
8928,"4257 LABYRINTH ROAD",106567.00,2514.62,2514.62,City,,
8929,"4267 LABYRINTH ROAD",106567.00,2968.39,2968.39,City,,
8930,"0006 E LAFAYETTE AVE",210800.00,3689.00,3689.00,City,,
8931,"0016 E LAFAYETTE AVE",182400.00,340.46,145000.00,72,14408.00,14748.46
8932,"0125 E LAFAYETTE AVE",284100.00,3524.22,3524.22,City,,
8933,"0420 E LAFAYETTE AVE",1000.00,827.05,3000.00,39,434.00,1261.05
8934,"0422 E LAFAYETTE AVE",30000.00,1045.71,1045.71,City,,
8936,"1226 E LAFAYETTE AVE",1000.00,2417.53,2417.53,City,,
8937,"1232 E LAFAYETTE AVE",44000.00,1292.60,15288.00,404,0.00,1292.60
8938,"1302 E LAFAYETTE AVE",44000.00,1292.60,12471.00,479,0.00,1292.60
8939,"1307 E LAFAYETTE AVE",44000.00,1170.02,1170.02,City,,
8940,"1313 E LAFAYETTE AVE",44000.00,1170.02,1170.02,City,,
8941,"1407 E LAFAYETTE AVE",44000.00,1232.33,1232.33,City,,
8942,"1408 E LAFAYETTE AVE",5000.00,137877.66,137877.66,City,,
