"Adv Number","Property Address","Assessed Value","Face Amount","Winning Bid","Winning Bidder Name","Winning Premium","Winning Amount Due"
9202,"1824 W LANVALE ST",5000.00,47298.64,47298.64,City,,
9205,"1839 W LANVALE ST",1000.00,14930.38,14930.38,City,,
9206,"1900 W LANVALE ST",1000.00,84275.05,84275.05,City,,
9215,"1936 W LANVALE ST",14000.00,13389.04,13389.04,City,,
9216,"1946 W LANVALE ST",4333.00,29692.19,29692.19,City,,
9217,"1948 W LANVALE ST",4333.00,16729.62,16729.62,City,,
9220,"2008 W LANVALE ST",1000.00,109508.04,109508.04,City,,
9221,"2013 W LANVALE ST",14000.00,42046.95,42046.95,City,,
9222,"2015 W LANVALE ST",4333.00,18114.61,18114.61,City,,
9224,"2025 W LANVALE ST",4333.00,13384.43,13384.43,City,,
9225,"2028 W LANVALE ST",4333.00,16847.97,16847.97,City,,
9227,"2034 W LANVALE ST",4333.00,10101.53,10101.53,City,,
9248,"2801 W LANVALE ST",5667.00,77435.50,77435.50,City,,
9249,"2825 W LANVALE ST",15333.00,19364.09,19364.09,City,,
9251,"2835 W LANVALE ST",1000.00,154346.77,154346.77,City,,
9252,"2847 W LANVALE ST",1000.00,107410.28,107410.28,City,,
9253,"2849 W LANVALE ST",1000.00,63938.17,63938.17,City,,
9255,"2865 W LANVALE ST",14000.00,90189.12,90189.12,City,,
9256,"2869 W LANVALE ST",5667.00,26223.27,26223.27,City,,
9257,"2870 W LANVALE ST",5667.00,186694.41,186694.41,City,,
9258,"2901 W LANVALE ST",5667.00,16435.98,16435.98,City,,
9263,"3037 W LANVALE ST",17667.00,3067.96,3067.96,City,,
9264,"3039 W LANVALE ST",18500.00,7780.85,7780.85,City,,
9292,"0577 LAURENS ST",25000.00,17422.33,17422.33,City,,
9294,"1603 LAURENS ST",15500.00,35640.48,35640.48,City,,
9303,"1806 LAURETTA AVE",6333.00,102295.04,102295.04,City,,
9304,"1808 LAURETTA AVE",6333.00,75248.67,75248.67,City,,
9305,"1810 LAURETTA AVE",6333.00,114591.67,114591.67,City,,
9310,"1902 LAURETTA AVE",6333.00,23538.14,23538.14,City,,
9311,"1904 LAURETTA AVE",6333.00,31824.65,31824.65,City,,
9313,"1912 LAURETTA AVE",6333.00,114503.00,114503.00,City,,
9317,"1922 LAURETTA AVE",16333.00,5717.07,5717.07,295,0.00,5717.07
9323,"1939 LAURETTA AVE",17000.00,24886.67,24886.67,City,,
9325,"1942 LAURETTA AVE",6333.00,4806.54,4806.54,City,,
9326,"1945 LAURETTA AVE",16333.00,94690.94,94690.94,City,,
9329,"2312 LAURETTA AVE",29500.00,50339.66,50339.66,City,,
9339,"2422 LAURETTA AVE",10800.00,5270.46,5270.46,529,0.00,5270.46
9351,"2707 LAURETTA AVE",39900.00,16635.53,16635.53,City,,
9353,"2801 LAURETTA AVE",11600.00,5654.78,5654.78,City,,
9370,"3212 LEEDS ST",57500.00,26782.75,26782.75,City,,
9379,"2630 LEHMAN ST",4333.00,90949.43,90949.43,City,,
9396,"1813 LEMMON ST",5667.00,4717.71,4717.71,City,,
9397,"1815 LEMMON ST",5667.00,1619.91,1619.91,149,0.00,1619.91
9399,"1909 LEMMON ST",5000.00,372.07,372.07,City,,
9455,"1536 W LEXINGTON ST",1000.00,67411.53,67411.53,City,,
9465,"1835 W LEXINGTON ST",1000.00,149251.40,149251.40,City,,
9474,"2026 W LEXINGTON ST",1000.00,25467.86,25467.86,City,,
9480,"2143 W LEXINGTON ST",3000.00,393.14,393.14,City,,
9645,"5217 LINDEN HEIGHTS AVE",18333.00,7273.70,7273.70,City,,
9666,"0768 LINNARD ST",19600.00,7778.94,7778.94,295,0.00,7778.94
9708,"2835 LITTLE STAFFORD ST",48600.00,23395.43,23395.43,City,,
9821,"1306 W LOMBARD ST",41667.00,3333.10,3333.10,556,0.00,3333.10
9830,"1907 W LOMBARD ST",5000.00,8735.12,8735.12,City,,
9832,"1913 W LOMBARD ST",5000.00,509.80,509.80,City,,
9833,"1915 W LOMBARD ST",15000.00,18622.81,18622.81,City,,
9839,"2551 W LOMBARD ST",5000.00,20368.27,20368.27,City,,
9850,"0539 N LONGWOOD ST",11467.00,724.97,724.97,335,0.00,724.97
9851,"0601 N LONGWOOD ST",1000.00,139430.32,139430.32,City,,
9856,"1152 N LONGWOOD ST",17000.00,20414.31,20414.31,City,,
9858,"1301 N LONGWOOD ST",11000.00,9954.41,9954.41,City,,
9860,"1409 N LONGWOOD ST",5667.00,10352.96,10352.96,City,,
9862,"1611 N LONGWOOD ST",15000.00,494.30,494.30,295,0.00,494.30
9863,"1613 N LONGWOOD ST",3000.00,13032.32,13032.32,City,,
9892,"1839 LORMAN ST",1000.00,72306.79,72306.79,City,,
9967,"3514 LUCILLE AVE",3667.00,47257.91,47257.91,City,,
9969,"3606 LUCILLE AVE",3667.00,74088.11,74088.11,City,,
10033,"3162 LYNDALE AVE",66200.00,42964.57,42964.57,City,,
10040,"3220 LYNDALE AVE",65500.00,42174.51,42174.51,City,,
10043,"3236 LYNDALE AVE",30600.00,13088.19,13088.19,City,,
10118,"3009 LYTTLETON ROAD",17000.00,6825.16,6825.16,City,,
10209,"2223 E MADISON ST",7000.00,87174.76,87174.76,City,,
10210,"2301 E MADISON ST",10200.00,327018.45,327018.45,City,,
10239,"2610-2614 MAEMPEL LANE",1000.00,27662.13,27662.13,City,,
10241,"2628 MAEMPEL LANE",15800.00,5070.99,5070.99,City,,
10242,"2630 MAEMPEL LANE",6000.00,4547.73,4547.73,City,,
10243,"2632 MAEMPEL LANE",6000.00,4139.25,4139.25,City,,
10244,"2634 MAEMPEL LANE",6000.00,4283.42,4283.42,City,,
10252,"4406 MAINE AVE",55200.00,65421.39,65421.39,City,,
10299,"3630 MANCHESTER AVE",20000.00,22251.08,22251.08,City,,
10308,"3735 MANCHESTER AVE",38367.00,16718.51,16718.51,City,,
10383,"0321 MARTINGALE AVE",1600.00,1065.77,1065.77,50,0.00,1065.77
10453,"0537 MAUDE AVE",50100.00,13541.14,13541.14,City,,
10469,"3043 MAYFIELD AVE",35100.00,14106.23,14106.23,485,0.00,14106.23
10548,"2575 MCCULLOH ST",2400.00,3660.25,3660.25,349,0.00,3660.25
10549,"0201 MCCURLEY ST",15900.00,14371.20,14371.20,City,,
10551,"0265 MCCURLEY ST",13633.00,12068.81,12068.81,City,,
10556,"2243 MCELDERRY ST",7000.00,4528.35,4528.35,City,,
10564,"2630 MCELDERRY ST",2000.00,73156.94,73156.94,City,,
10573,"3108 MCELDERRY ST",13900.00,78112.74,78112.74,City,,
10583,"3331 MCELDERRY ST",15567.00,4582.31,4582.31,355,0.00,4582.31
10594,"1417 MCHENRY ST",6333.00,571.80,571.80,City,,
10602,"1845 MCHENRY ST",23000.00,13638.90,13638.90,City,,
10610,"2007 MCHENRY ST",6000.00,5889.01,5889.01,City,,
10612,"2115 MCHENRY ST",15000.00,352.31,352.31,326,0.00,352.31
10618,"2539 MCHENRY ST",1000.00,80841.94,80841.94,City,,
10619,"2553 MCHENRY ST",15800.00,35799.84,35799.84,City,,
10624,"0822 MCKEAN AVE",5000.00,92326.86,92326.86,City,,
10626,"0901 MCKEAN AVE",5667.00,30208.40,30208.40,City,,
10627,"0910 MCKEAN AVE",5667.00,27133.96,27133.96,City,,
10631,"1008 MCKEAN AVE",15500.00,11008.68,11008.68,City,,
10633,"1016 MCKEAN AVE",7000.00,373.70,373.70,502,0.00,373.70
10640,"1120 MCKEAN AVE",5667.00,4464.31,4464.31,City,,
10641,"1122 MCKEAN AVE",5667.00,6602.95,6602.95,City,,
10652,"1609 MCKEAN AVE",15000.00,3676.36,3676.36,City,,
10661,"1711 MCKEAN AVE",6000.00,38234.94,38234.94,City,,
10662,"1713 MCKEAN AVE",6000.00,14932.16,14932.16,City,,
10663,"1717 MCKEAN AVE",15000.00,24185.46,24185.46,City,,
10664,"1718 MCKEAN AVE",6000.00,2340.66,2340.66,City,,
10669,"1912 MCKEAN AVE",5000.00,13156.55,13156.55,City,,
10687,"0113 MCPHAIL ST",1000.00,87022.83,87022.83,City,,
10689,"0123 MCPHAIL ST",1000.00,116883.18,116883.18,City,,
10691,"0129 MCPHAIL ST",2800.00,64249.38,64249.38,City,,
10693,"0131 MCPHAIL ST",2800.00,64035.25,64035.25,City,,
10725,"0429 MERRYMAN LANE",8200.00,876.54,876.54,512,0.00,876.54
10759,"2729 MILES AVE",78900.00,159947.85,159947.85,City,,
10773,"3622 MILFORD AVE",10000.00,214751.94,214751.94,City,,
10780,"2323 MILLIMAN ST",7000.00,183588.90,183588.90,City,,
10781,"2328 MILLIMAN ST",7000.00,237083.87,237083.87,City,,
10782,"2329 MILLIMAN ST",7000.00,7879.96,7879.96,City,,
10783,"2330 MILLIMAN ST",7000.00,196177.06,196177.06,City,,
10784,"2331 MILLIMAN ST",7000.00,88597.99,88597.99,City,,
10785,"2332 MILLIMAN ST",7000.00,159885.97,159885.97,City,,
10786,"2333 MILLIMAN ST",7000.00,74735.35,74735.35,City,,
10787,"2334 MILLIMAN ST",7000.00,176527.18,176527.18,City,,
10788,"0305 MILLINGTON AVE",29000.00,12681.46,12681.46,City,,
10793,"0505 MILLINGTON AVE",4333.00,5863.41,5863.41,City,,
10801,"0410 N MILTON AVE",2100.00,264550.52,264550.52,City,,
10810,"0712 N MILTON AVE",10200.00,183291.80,183291.80,City,,
10818,"1015 N MILTON AVE",19700.00,103165.89,103165.89,City,,
10824,"1104 N MILTON AVE",7000.00,4173.74,4173.74,City,,
10826,"1110 N MILTON AVE",7000.00,79455.83,79455.83,City,,
10841,"1665 N MILTON AVE",5000.00,6745.66,6745.66,City,,
10843,"1735 N MILTON AVE",5000.00,16004.98,16004.98,City,,
10844,"1805 N MILTON AVE",15000.00,7300.58,7300.58,295,0.00,7300.58
10863,"0047 N MONASTERY AVE",68300.00,30524.82,30524.82,City,,
10880,"0018 S MONASTERY AVE",3200.00,106934.91,106934.91,City,,
10910,"0006 N MONROE ST",1000.00,5446.03,5446.03,City,,
10911,"0008 N MONROE ST",1000.00,57106.31,57106.31,City,,
10912,"0014 N MONROE ST",1000.00,53920.23,53920.23,City,,
10914,"0102 N MONROE ST",1000.00,279657.98,279657.98,City,,
10915,"0108 N MONROE ST",1000.00,48309.68,48309.68,City,,
10916,"0203 N MONROE ST",2000.00,1762.78,1762.78,355,0.00,1762.78
10932,"0324 N MONROE ST",2000.00,39589.86,39589.86,City,,
10933,"0507 N MONROE ST",16333.00,7135.96,7135.96,295,0.00,7135.96
10935,"0604 N MONROE ST",1000.00,141781.97,141781.97,City,,
10936,"0606 N MONROE ST",1000.00,18207.17,18207.17,City,,
10939,"0616 N MONROE ST",1000.00,147683.14,147683.14,City,,
10940,"0702 N MONROE ST",4333.00,47528.08,47528.08,City,,
10941,"0709 N MONROE ST",5000.00,51400.19,51400.19,City,,
10954,"1104 N MONROE ST",4333.00,12262.69,12262.69,City,,
10956,"1116 N MONROE ST",14000.00,10226.60,10226.60,City,,
10958,"1132 N MONROE ST",4333.00,6173.04,6173.04,City,,
10959,"1134 N MONROE ST",4333.00,12255.01,12255.01,City,,
10961,"1140 N MONROE ST",3230.00,25765.73,25765.73,City,,
10962,"1313 N MONROE ST",2000.00,14029.63,14029.63,City,,
10963,"1319 N MONROE ST",1000.00,9715.27,9715.27,City,,
10966,"1516 N MONROE ST",3000.00,4908.14,4908.14,City,,
10967,"1518 N MONROE ST",9000.00,15367.96,15367.96,City,,
10968,"1522 N MONROE ST",3000.00,12517.33,12517.33,City,,
10978,"1704 N MONROE ST",5000.00,841.96,841.96,City,,
10987,"1823 N MONROE ST",6000.00,976.81,976.81,City,,
11004,"2325 N MONROE ST",75500.00,15261.02,15261.02,City,,
11006,"0006 S MONROE ST",10200.00,40932.88,40932.88,City,,
11009,"0122 S MONROE ST",15000.00,22266.99,22266.99,City,,
11010,"0207 S MONROE ST",6000.00,1565.37,1565.37,City,,
11012,"0305 S MONROE ST",5667.00,3912.06,3912.06,City,,
11013,"0307 S MONROE ST",5667.00,29945.85,29945.85,City,,
11023,"0341 S MONROE ST",23000.00,43681.09,43681.09,City,,
11027,"0351 S MONROE ST",5300.00,10778.92,10778.92,City,,
11058,"0706 N MONTFORD AVE",7000.00,11558.77,11558.77,City,,
11118,"1621 MONTPELIER ST",30000.00,4840.41,4840.41,515,0.00,4840.41
11123,"1720 MONTPELIER ST",5000.00,25228.85,25228.85,City,,
11124,"1722 MONTPELIER ST",5000.00,50893.61,50893.61,City,,
11128,"1774 MONTPELIER ST",1000.00,90319.68,90319.68,City,,
11129,"1781 MONTPELIER ST",17000.00,11616.23,11616.23,City,,
11138,"2334 E MONUMENT ST",79900.00,27897.58,27897.58,City,,
11140,"2342 E MONUMENT ST",84700.00,63454.99,63454.99,408,0.00,63454.99
11143,"2411 E MONUMENT ST",54700.00,43605.59,43605.59,City,,
11160,"2614 E MONUMENT ST",12000.00,36850.27,36850.27,City,,
11163,"2643 E MONUMENT ST",10200.00,34346.07,34346.07,City,,
11172,"3003 E MONUMENT ST",10200.00,34705.65,34705.65,City,,
11186,"3331 E MONUMENT ST",58467.00,4051.30,4051.30,46,0.00,4051.30
11192,"0305 W MONUMENT ST UNIT 100",78000.00,32246.40,32246.40,City,,
11286,"1816 MORELAND AVE",34000.00,35712.50,35712.50,City,,
11309,"0175 S MORLEY ST",3600.00,98255.19,98255.19,City,,
11313,"2258 MORRIS ST",600.00,5595.76,5595.76,City,,
11337,"1219 MOSHER ST",15500.00,1639.82,1639.82,City,,
11338,"1223 MOSHER ST",5667.00,2346.46,2346.46,City,,
11343,"1412 MOSHER ST",4120.00,7318.41,7318.41,City,,
11345,"1414 MOSHER ST",5667.00,564.80,564.80,City,,
11346,"1420 MOSHER ST",11840.00,2650.48,2650.48,City,,
11347,"1605 MOSHER ST",5667.00,27568.42,27568.42,City,,
11348,"1629 MOSHER ST",5667.00,8949.14,8949.14,City,,
11350,"1804 MOSHER ST",15500.00,10504.88,10504.88,City,,
11351,"1808 MOSHER ST",5667.00,8785.11,8785.11,City,,
11353,"1817 MOSHER ST",5667.00,296430.65,296430.65,City,,
11354,"1821 MOSHER ST",5667.00,8253.43,8253.43,City,,
11357,"1923 MOSHER ST",4333.00,25478.01,25478.01,City,,
11358,"1924 MOSHER ST",1000.00,99875.07,99875.07,City,,
11377,"2901 MOSHER ST",13000.00,3666.49,3666.49,City,,
11380,"2908 MOSHER ST",17000.00,15315.83,15315.83,City,,
11385,"2940 MOSHER ST",11000.00,25572.32,25572.32,City,,
11386,"2941 MOSHER ST",20033.00,22134.17,22134.17,City,,
11388,"0107 MOUNT CLARE ST",1600.00,4076.83,4076.83,City,,
11389,"0217 MOUNT HOLLY ST",72467.00,28049.83,28049.83,City,,
11390,"0224 MOUNT HOLLY ST",72233.00,59657.62,59657.62,City,,
11397,"0700 MOUNT HOLLY ST",99500.00,36711.88,36711.88,City,,
11415,"2115 MOUNT HOLLY ST",105600.00,33635.21,33635.21,City,,
11471,"0201 N MOUNT ST",2800.00,124075.44,124075.44,City,,
11472,"0205 N MOUNT ST",2800.00,138585.82,138585.82,City,,
11473,"0207 N MOUNT ST",2800.00,33660.94,33660.94,City,,
11477,"0307 N MOUNT ST",6000.00,120764.51,120764.51,City,,
11481,"0509 N MOUNT ST",1000.00,2693.03,2693.03,City,,
11482,"0536 N MOUNT ST",6400.00,127782.91,127782.91,City,,
11483,"0609 N MOUNT ST",1000.00,39463.26,39463.26,City,,
11484,"0704 N MOUNT ST",1000.00,26028.27,26028.27,City,,
11486,"0809 N MOUNT ST",1000.00,100328.94,100328.94,City,,
11487,"0941 N MOUNT ST",15500.00,13510.21,13510.21,City,,
11493,"1139 N MOUNT ST",5667.00,105563.59,105563.59,City,,
11497,"1506 N MOUNT ST",6000.00,2717.57,2717.57,City,,
11499,"1522 N MOUNT ST",15000.00,11633.96,11633.96,City,,
11505,"1829 N MOUNT ST",45000.00,9079.17,9079.17,City,,
11540,"1511 W MULBERRY ST",7800.00,69562.33,69562.33,City,,
11553,"1955 W MULBERRY ST",2000.00,3238.75,3238.75,City,,
11566,"2866 W MULBERRY ST",2000.00,6265.66,6265.66,335,0.00,6265.66
11572,"1804 MULLIN ST",1000.00,235242.54,235242.54,City,,
11573,"1806 MULLIN ST",1000.00,119230.58,119230.58,City,,
11574,"1810 MULLIN ST",1000.00,148467.35,148467.35,City,,
11575,"1812 MULLIN ST",1000.00,70880.05,70880.05,City,,
11576,"1824 MULLIN ST",1000.00,12325.62,12325.62,City,,
11577,"1828 MULLIN ST",1000.00,13423.98,13423.98,City,,
11578,"1830 MULLIN ST",1000.00,12398.37,12398.37,City,,
11694,"2900 NORFOLK AVE",1000.00,3326.52,3326.52,City,,
11709,"4014 NORFOLK AVE",59900.00,57545.60,57545.60,City,,
11719,"4122 NORFOLK AVE",37200.00,18686.48,18686.48,City,,
11740,"1608 NORMAL AVE",1000.00,205929.66,205929.66,City,,
11741,"1615 NORMAL AVE",0.00,141333.47,141333.47,City,,
11742,"1621 NORMAL AVE",3000.00,29892.83,29892.83,City,,
11744,"1643 NORMAL AVE",3000.00,121139.85,121139.85,City,,
11755,"3230 NORMOUNT AVE",17000.00,16705.56,16705.56,City,,
11758,"0015 N NORRIS ST",2700.00,56965.75,56965.75,City,,
11759,"0017 N NORRIS ST",3200.00,25391.18,25391.18,City,,
11760,"0019 N NORRIS ST",3200.00,24712.65,24712.65,City,,
11762,"0300 S NORRIS ST",6333.00,7419.66,7419.66,City,,
11763,"0304 S NORRIS ST",6333.00,5699.05,5699.05,City,,
11764,"0310 S NORRIS ST",9367.00,11292.10,11292.10,City,,
11767,"0405 S NORRIS ST",6333.00,235361.93,235361.93,City,,
11780,"0700 E NORTH AVE",1000.00,330877.90,330877.90,City,,
11782,"0818 E NORTH AVE",12000.00,8005.00,8005.00,City,,
11785,"1128 E NORTH AVE",12000.00,2787.93,2787.93,City,,
11791,"1259 E NORTH AVE",113800.00,4720.27,4720.27,329,0.00,4720.27
11794,"1273-1275 E NORTH AVE",46300.00,1903.94,1903.94,350,0.00,1903.94
11822,"1832 E NORTH AVE",15000.00,13700.41,13700.41,City,,
11850,"1221 W NORTH AVE",31800.00,323719.20,323719.20,City,,
11858,"1350 W NORTH AVE",93300.00,9688.57,9688.57,City,,
11880,"1724 W NORTH AVE",1000.00,57016.42,57016.42,City,,
11885,"1738 W NORTH AVE",1000.00,384759.00,384759.00,City,,
11890,"1812 W NORTH AVE",21000.00,8469.50,8469.50,210,0.00,8469.50
11895,"1842 W NORTH AVE",5000.00,14415.61,14415.61,City,,
11908,"1947 W NORTH AVE",5000.00,16649.86,16649.86,City,,
11913,"2027 W NORTH AVE",21000.00,7269.27,7269.27,331,0.00,7269.27
11915,"2033 W NORTH AVE",21000.00,62225.20,62225.20,City,,
11918,"2110 W NORTH AVE",14100.00,1065.40,1065.40,301,0.00,1065.40
11925,"2203 W NORTH AVE",5000.00,129202.04,129202.04,City,,
11933,"2311 W NORTH AVE",2700.00,18856.56,18856.56,City,,
11934,"2315 W NORTH AVE",3000.00,15404.51,15404.51,City,,
11937,"2339 W NORTH AVE",21000.00,65196.59,65196.59,City,,
11938,"2341 W NORTH AVE",5000.00,41528.34,41528.34,City,,
11946,"2703 W NORTH AVE",2000.00,1813.47,1813.47,25,0.00,1813.47
11948,"2707 W NORTH AVE",2000.00,1289.86,1289.86,25,0.00,1289.86
11959,"2785 W NORTH AVE",1000.00,67395.61,67395.61,City,,
12082,"5306 NORWOOD AVE",53000.00,11857.03,11857.03,City,,
12130,"3016 OAKFORD AVE",19000.00,9821.56,9821.56,City,,
12137,"3840 OAKFORD AVE",18700.00,90348.77,90348.77,City,,
12144,"4008 OAKFORD AVE",261600.00,64467.74,64467.74,City,,
12147,"4017 OAKFORD AVE",191300.00,145971.25,145971.25,City,,
12181,"2856 OAKLEY AVE",86867.00,56261.64,56261.64,City,,
12187,"3029 OAKLEY AVE",20000.00,13957.02,13957.02,City,,
12220,"3433 OLD FREDERICK ROAD",52200.00,3279.50,3279.50,331,0.00,3279.50
12221,"3455 OLD FREDERICK ROAD",87900.00,37381.59,37381.59,City,,
12223,"3507 OLD FREDERICK ROAD",18300.00,1356.64,1356.64,326,0.00,1356.64
12224,"3509 OLD FREDERICK ROAD",87567.00,41327.66,41327.66,City,,
12229,"3626 OLD FREDERICK ROAD",72000.00,48162.18,48162.18,City,,
12231,"3722-3724 OLD FREDERICK ROAD",16900.00,2373.20,2373.20,550,0.00,2373.20
12262,"4416 OLD YORK ROAD",10900.00,84621.42,84621.42,City,,
12360,"2233 OREM AVE",69300.00,290394.19,290394.19,City,,
12457,"0136 PALORMO AVE",57900.00,42806.06,42806.06,City,,
12498,"3419 PARK HEIGHTS AVE",15000.00,23813.63,23813.63,City,,
12500,"3441 PARK HEIGHTS AVE",3000.00,67541.37,67541.37,City,,
12501,"3443 PARK HEIGHTS AVE",3000.00,43103.08,43103.08,City,,
12503,"3462 PARK HEIGHTS AVE",15000.00,1882.43,1882.43,317,0.00,1882.43
12512,"3731 PARK HEIGHTS AVE",3000.00,111474.99,111474.99,City,,
12515,"3824 PARK HEIGHTS AVE",3000.00,19497.29,19497.29,City,,
12519,"3932 PARK HEIGHTS AVE",5000.00,2178.98,2178.98,46,0.00,2178.98
12617,"2611 PARK HEIGHTS TERR",5000.00,27948.12,27948.12,City,,
12735,"0833 E PATAPSCO AVE",40000.00,15973.21,15973.21,City,,
12780,"0705 N PATTERSON PARK AVE",2000.00,50095.36,50095.36,City,,
12781,"0718 N PATTERSON PARK AVE",7000.00,1903.11,1903.11,446,0.00,1903.11
12789,"0801 N PATTERSON PARK AVE",7000.00,258923.28,258923.28,City,,
12791,"0803 N PATTERSON PARK AVE",7000.00,497665.69,497665.69,City,,
12855,"0015 N PAYSON ST",2000.00,30750.13,30750.13,City,,
12856,"0130 N PAYSON ST",1000.00,98267.01,98267.01,City,,
12870,"0601 N PAYSON ST",1000.00,135527.59,135527.59,City,,
12879,"0714 N PAYSON ST",4333.00,61306.38,61306.38,City,,
12882,"0719 N PAYSON ST",14000.00,25144.88,25144.88,City,,
12886,"0818 N PAYSON ST",4333.00,22551.90,22551.90,City,,
12887,"0820 N PAYSON ST",4333.00,19051.93,19051.93,City,,
12888,"0823 N PAYSON ST",14000.00,33508.56,33508.56,City,,
12890,"0900 N PAYSON ST",4333.00,101216.36,101216.36,City,,
12902,"1505 N PAYSON ST",3000.00,14439.42,14439.42,City,,
12903,"1509 N PAYSON ST",3000.00,42219.92,42219.92,City,,
12913,"1629 N PAYSON ST",5000.00,10652.20,10652.20,City,,
12916,"1719 N PAYSON ST",21000.00,31741.91,31741.91,City,,
12921,"1811 N PAYSON ST",21000.00,10629.96,10629.96,City,,
12925,"2007 N PAYSON ST",1000.00,42637.31,42637.31,City,,
12928,"0005 S PAYSON ST",3000.00,12704.58,12704.58,City,,
12934,"0216 S PAYSON ST",6000.00,3033.87,3033.87,City,,
12936,"0316 S PAYSON ST",6000.00,3348.31,3348.31,City,,
12944,"0405 S PAYSON ST",15000.00,1368.48,1368.48,98,0.00,1368.48
12947,"0421 S PAYSON ST",5000.00,25876.37,25876.37,City,,
12951,"0436 S PAYSON ST",6000.00,23851.99,23851.99,City,,
12958,"0640 S PAYSON ST",6000.00,12721.94,12721.94,City,,
12985,"5030 PEMBRIDGE AVE",36000.00,12322.94,12322.94,City,,
13068,"2611 PENNSYLVANIA AVE",2400.00,51249.61,51249.61,City,,
13069,"2613 PENNSYLVANIA AVE",2400.00,162010.01,162010.01,City,,
13070,"2615 PENNSYLVANIA AVE",2300.00,153721.03,153721.03,City,,
13071,"2700 PENNSYLVANIA AVE",36400.00,51117.66,51117.66,City,,
13072,"2701 PENNSYLVANIA AVE",8000.00,86005.61,86005.61,City,,
13075,"2719 PENNSYLVANIA AVE",72900.00,25705.14,25705.14,City,,
13087,"1916 PENROSE AVE",37333.00,48790.23,48790.23,City,,
13088,"1917 PENROSE AVE",2000.00,38138.64,38138.64,City,,
13246,"0410 POPLAR GROVE ST",1000.00,100746.17,100746.17,City,,
13253,"0622 POPLAR GROVE ST",1000.00,111580.01,111580.01,City,,
13260,"1112 POPLAR GROVE ST",17000.00,177196.02,177196.02,City,,
13261,"1125 POPLAR GROVE ST",3000.00,315660.07,315660.07,City,,
13264,"1311 POPLAR GROVE ST",5000.00,262475.73,262475.73,City,,
13265,"1314 POPLAR GROVE ST",17000.00,7459.47,7459.47,City,,
13280,"1706 POPLAR GROVE ST",15000.00,5005.73,5005.73,295,0.00,5005.73
13285,"1727 POPLAR GROVE ST",19000.00,21589.81,21589.81,City,,
13289,"1808 POPLAR GROVE ST",3000.00,3210.08,3210.08,City,,
13325,"1303 N PORT ST",1000.00,238205.76,238205.76,City,,
13434,"1725 W PRATT ST",6333.00,29104.36,29104.36,City,,
13437,"1831 W PRATT ST",5667.00,6788.04,6788.04,City,,
13482,"2401 PRESBURY ST",5000.00,47392.51,47392.51,City,,
13484,"2403 PRESBURY ST",5000.00,31177.12,31177.12,City,,
13490,"2702 PRESBURY ST",36000.00,16851.36,16851.36,City,,
13508,"3201 PRESBURY ST",9700.00,100733.25,100733.25,City,,
13538,"1825 PRESSTMAN ST",15000.00,37086.74,37086.74,City,,
13552,"2909 PRESSTMAN ST",10200.00,14056.77,14056.77,City,,
13592,"1516 E PRESTON ST",1000.00,6414.53,6414.53,City,,
13644,"5507 PRICE AVE",121800.00,84220.92,84220.92,City,,
13654,"2716 PROSPECT ST",600.00,83467.72,83467.72,City,,
13655,"2849 PROSPECT ST",5667.00,34091.83,34091.83,City,,
13656,"2853 PROSPECT ST",5667.00,68718.14,68718.14,City,,
13668,"0103 N PULASKI ST",17000.00,4629.80,4629.80,City,,
13672,"0300 N PULASKI ST",16333.00,7477.41,7477.41,295,0.00,7477.41
13673,"0316 N PULASKI ST",6333.00,107927.92,107927.92,City,,
13674,"0326 N PULASKI ST",16333.00,7928.06,7928.06,295,0.00,7928.06
13679,"0515 N PULASKI ST",1000.00,6601.55,6601.55,City,,
13685,"0608 N PULASKI ST",4333.00,18892.64,18892.64,City,,
13686,"0610 N PULASKI ST",14000.00,155650.00,155650.00,City,,
13687,"0624 N PULASKI ST",4333.00,21631.40,21631.40,City,,
13688,"0719 N PULASKI ST",1000.00,19160.16,19160.16,City,,
13698,"1822 N PULASKI ST",5000.00,6023.99,6023.99,City,,
13699,"1824 N PULASKI ST",5000.00,95319.97,95319.97,City,,
13704,"1921 N PULASKI ST",6000.00,5968.19,5968.19,City,,
13705,"1927 N PULASKI ST",1000.00,23996.04,23996.04,City,,
13707,"2009 N PULASKI ST",1000.00,44045.50,44045.50,City,,
13716,"0044 S PULASKI ST",10200.00,8047.99,8047.99,City,,
13720,"0299 S PULASKI ST",6000.00,18215.34,18215.34,City,,
13722,"0309 S PULASKI ST",5000.00,176839.57,176839.57,City,,
13726,"0407 S PULASKI ST",2500.00,933.38,933.38,98,0.00,933.38
13731,"0438 S PULASKI ST",5000.00,15218.19,15218.19,City,,
13752,"2618 QUANTICO AVE",30000.00,10714.52,10714.52,267,0.00,10714.52
13767,"5109 QUEENSBERRY AVE",38367.00,44912.36,44912.36,City,,
13830,"1722 RAMSAY ST",6333.00,8835.55,8835.55,City,,
13831,"1810 RAMSAY ST",5667.00,48634.41,48634.41,City,,
13832,"1811 RAMSAY ST",5667.00,34022.64,34022.64,City,,
13836,"1853 RAMSAY ST",5667.00,20677.20,20677.20,City,,
13839,"1913 RAMSAY ST",5000.00,4132.92,4132.92,City,,
13840,"1920 RAMSAY ST",15000.00,20439.17,20439.17,City,,
13842,"1927 RAMSAY ST",5000.00,18633.91,18633.91,City,,
13879,"3307 RAVENWOOD AVE",34000.00,11457.90,11457.90,City,,
